category,id,sku,name,url_key,price,regular_price,image
Meat & Poultry,6765,2000722000000,Seoudi Rice Kofta,seoudi-rice-kofta,415,415,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/2/0/2000722000000_copy_1_.jpg
Meat & Poultry,6741,2000734000000,Seoudi Shish Tawook,seoudi-shish-tawook,257,257,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/2/0/2000734112398_copy.jpg
Meat & Poultry,169509,2004356000000,Seoudi Chicken Mushroom Piccata,seoudi-chicken-mushroom-piccata,390,390,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/2/0/2004356110091_copy.jpg
Meat & Poultry,3644749,2000721000000,Seoudi Kofta Beef Skewers,seoudi-kofta-beef-skewers,425,425,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/2/0/2000721000000.jpg
Meat & Poultry,20832,2000902000000,Seoudi Fresh Roast Chicken Breasts,seoudi-fresh-roast-chicken-breasts,639,639,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/2/0/2000902039229_copy.jpg
Meat & Poultry,1506709,2007763000000,Seoudi Marinated Shish Tawook,seoudi-marinated-shish-tawook-grill,307,307,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/7/7/7763_copy.jpg
Meat & Poultry,119666,2003842000000,Seoudi Marinated Half Chicken with Lemon & Coriander,seoudi-marinated-half-chicken-with-lemon-and-coriander,218,218,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/2/0/2003842000000.jpg
Meat & Poultry,3644731,2000715000000,Baladi Beef Escalopes,baladi-beef-escalopes,540,540,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/2/0/2000715000000_55.jpg
Meat & Poultry,17706,2000796000000,Seoudi Low Fat Hawawshi - 1 Piece,seoudi-low-fat-hawawshi-1-piece,210,210,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/2/0/2000796000000_1.jpg
Meat & Poultry,1506700,2007760000000,Seoudi Tandoori Shish Tawook,seoudi-tandoori-shish-tawook,330,330,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/7/7/7760_copy.jpg
Meat & Poultry,118187,2003840000000,Seoudi Marinated Chicken Thigh with Lemon & Coriander,seoudi-marinated-chicken-thigh-with-lemon-and-coriander,184,184,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/2/0/2003840000000.jpg
Meat & Poultry,2210951,2007788000000,Marinated Curry Shish Tawook,marinated-curry-shish-tawook,321,321,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/2/0/2007788000000.jpg
Meat & Poultry,15597,2004013000000,Seoudi Marinated Chicken Breasts with Eggs & Bread Crumbs,seoudi-marinated-chicken-breasts-with-eggs-bread-crumbs,321,321,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/2/0/2004013000000_thumbnail.jpg
Meat & Poultry,1506685,2007755000000,Seoudi Tandoori Chicken Breasts,seoudi-tandoori-chicken-breasts,387,387,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/7/7/7755_copy.jpg
Meat & Poultry,3644782,2000797000000,Seoudi Hawawshi - 1 Piece,seoudi-hawawshi-1-piece,150,150,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/2/0/2000797000000.jpg
Meat & Poultry,33357,2003686000000,Seoudi Mini Hawawshi,seoudi-mini-hawawshi,395,395,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/m/i/minihawashi.png
Meat & Poultry,1506718,2007766000000,Seoudi Stuffed Chicken Breasts,seoudi-stuffed-chicken-breasts,383,383,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/7/6/766_copy.jpg
Meat & Poultry,1506679,2007753000000,Seoudi Honey Mustard Marinade Chicken Breasts,seoudi-honey-mustard-marinade-chicken-breasts,390,390,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/7/7/7753_copy.jpg
Meat & Poultry,3644755,2000726000000,Seoudi Beef Burger,seoudi-beef-burger,425,425,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/2/0/2000726000000.jpg
Meat & Poultry,22092,2000352000000,Seoudi Fresh Roast Turkey,seoudi-fresh-roast-turkey,685,685,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/2/0/2000352000000_3.png
Meat & Poultry,1506712,2007764000000,Seoudi Garlic Thyme Chicken Thighs,seoudi-garlic-thyme-chicken-thighs,240,240,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/7/7/7764_copy.jpg
Meat & Poultry,6720,2000758000000,Kofta Pane,kofta-pane,405,405,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/2/0/2000758093932_copy.jpg
Meat & Poultry,132507,2003845000000,Seoudi Marinated Chicken Drumb with Eggs & Bread Crumbs,seoudi-marinated-chicken-drumb-with-eggs-bread-crumbs,207,207,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/2/0/2003845000000_copy.jpg
Meat & Poultry,3644743,2000719000000,Baladi Roast Beef,baladi-roast-beef,630,630,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/2/0/2000719000000.jpg
Meat & Poultry,19983,2000757000000,Seoudi Spicy Chicken Fajita,seoudi-spicy-chicken-fajita,406,406,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/t/t/ttt1.jpg
Meat & Poultry,1506703,2007761000000,Seoudi Yogurt & Herbs Shish Tawook,seoudi-yogurt-herbs-shish-tawook,324,324,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/7/7/7761_copy.jpg
Meat & Poultry,8428844,2003675000000,Kofta Meatballs with Cheese,kofta-meatballs-with-cheese,495,495,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/2/0/2003675000000.jpg
Meat & Poultry,118964,2003841000000,Seoudi Marinated Chicken Breasts with Lemon & Coriander,seoudi-marinated-chicken-breasts-with-lemon-coriander,390,390,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/2/0/2003841000000.jpg
Meat & Poultry,2210954,2007789000000,Marinated Tandoori Chicken,marinated-tandoori-chicken,244,244,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/2/0/2007789000000_1.jpg
Meat & Poultry,17403,2004010000000,Seoudi Low Fat Burger,seoudi-low-fat-burger,515,515,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/l/o/low_fat.jpg
Meat & Poultry,1506688,2007756000000,Seoudi Half Marinated Chicken for Grilling,دجاج-سليم-متبل-للشوى-وزن,222,222,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/7/7/7756_copy.jpg
Meat & Poultry,3648123,2000897000000,Seoudi Kofta Dawood Basha,seoudi-kofta-dawood-basha,420,420,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/2/0/2000897000000_copy.jpg
Meat & Poultry,51954,2000491000000,Beef Ossobuco,beef-ossobuco,515,515,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/d/s/dsc_0403_copy.jpg
Meat & Poultry,1506721,2007767000000,Seoudi Marinated Chicken Shawerma,seoudi-marinated-chicken-shawerma,393,393,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/7/7/7767_copy.jpg
Meat & Poultry,15357,2000750000000,Seoudi Fresh Roast Beef,seoudi-fresh-roast-beef,1030,1030,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/2/0/2000750065357_copy.jpg
Meat & Poultry,1506682,2007754000000,Seoudi Curry Chicken Breasts,seoudi-curry-chicken-breasts,378,378,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/7/7/7754_copy.jpg
Meat & Poultry,3644758,2000727000000,Seoudi Oriental Sausage,seoudi-oriental-sausage,425,425,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/2/0/2000727000000.jpg
Meat & Poultry,24423,2004022000000,Baladi Beef Shish Kebab,baladi-beef-shish-kebab,550,550,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/2/0/2004022138770_copy.jpg
Meat & Poultry,1506715,2007765000000,Seoudi Marinated Chicken Thighs,seoudi-marinated-chicken-thighs,193,193,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/7/7/7765_copy.jpg
Meat & Poultry,6435289,2003779000000,Lamb Kofta,lamb-kofta,525,525,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/2/0/2003779000000.jpg
Meat & Poultry,8428853,2003754000000,Lamb Shank,lamb-shank,665,665,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/2/0/2003754000000.jpg
Food Cupboard,8948082,6223014953443,"Seoudi Yellowfin Tuna Solid in Oil & Brine, 185 g - 3 Pieces",seoudi-yellowfin-tuna-solid-in-oil-and-brine-185g-3-pieces,224.5,224.5,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6223014953443.jpg
Food Cupboard,8948079,6223014953436,"Seoudi Yellowfin Tuna Chunks in Oil & Brine, 170 g - 3 Pieces",seoudi-yellowfin-tuna-chunks-in-oil-and-brine-170g-3-pieces,198.75,198.75,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6223014953436_1.jpg
Food Cupboard,8946629,164119,Seoudi Ramadan Box - Large,سعودي-كرتونة-رمضان-كبيرة,300,300,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/1/6/164119.jpg
Food Cupboard,8946626,164118,Seoudi Ramadan Box - Family,سعودي-كرتونة-رمضان-عائلية,550,550,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/1/6/164118.jpg
Food Cupboard,8946407,164120,Seoudi Ramadan Box - Small,كرتونة-سعودى-رمضان-صغيرة-2026,175,175,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/b/2/b25b73c0-8b42-4482-8ca4-9c4c50e81270.jpg
Food Cupboard,8945069,6223014953078,Seoudi Extra Virgin Olive Oil - 250 ml,seoudi-extra-virgin-olive-oil-250-ml,279,279,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/2/5/250ml.jpg
Food Cupboard,8945066,6223014953061,Seoudi Extra Virgin Olive Oil - 500 ml,seoudi-extra-virgin-olive-oil-500-ml,499,499,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/5/0/500ml.jpg
Food Cupboard,8945063,6223014953054,Seoudi Extra Virgin Olive Oil - 750 ml,seoudi-extra-virgin-olive-oil-750-ml,699,699,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/7/5/750ml.jpg
Food Cupboard,4489228,6223014952354,Seoudi Cow Ghee - 450 g,seoudi-cow-ghee-450-g,270,270,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6223014952354.jpg
Food Cupboard,4489231,6223014952361,Seoudi Buffalo Ghee - 450 g,seoudi-buffalo-ghee-450-g,320,320,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6223014952361.jpg
Food Cupboard,7425354,6223014952811,Seoudi Natural Ghee - 700 g,seoudi-natural-ghee-700-g,414.95,414.95,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6223014952811.jpg
Food Cupboard,4954197,6224011627436,Seoudi Buffalo Ghee - 850 g,seoudi-buffalo-ghee-850-g,560,560,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6224011627436.jpg
Food Cupboard,4954194,6224011627429,Seoudi Cow Ghee - 850 g,seoudi-cow-ghee-850-g,440,440,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6224011627429.jpg
Food Cupboard,7425357,6223014952828,Seoudi Natural Ghee - 1.4 kg,seoudi-natural-ghee-1-4-kg,829.95,829.95,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6223014952828.jpg
Food Cupboard,3917778,6224011627702,Seoudi Natural Vinegar - 1 L,seoudi-natural-vinegar-1-l,17.25,17.25,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6224011627702.png
Food Cupboard,8895636,6223014953207,Seoudi Yellowfin Tuna Chunks in Oil & Brine - 170 g,seoudi-yellowfin-tuna-chunks-in-oil-brine-170-g,77.95,77.95,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6223014953207.jpg
Food Cupboard,8895639,6223014953214,"Seoudi Yellowfin Tuna Solid in Brine, Light - 185 g",seoudi-yellowfin-tuna-solid-in-brine-light-185-g,87.95,87.95,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6223014953214.jpg
Food Cupboard,8895642,6223014953221,Seoudi Yellowfin Tuna Solid in Oil & Brine - 185 g,seoudi-yellowfin-tuna-solid-in-oil-brine-185-g,87.95,87.95,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6223014953221.jpg
Food Cupboard,7066651,6223014952712,Seoudi Tomato Paste - 360 g,seoudi-tomato-paste-360-g,32.5,32.5,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/d/s/dsc_4184_copy_1_.jpg
Food Cupboard,228723,154934,Seoudi Bolognese Pasta Sauce - 450 g,seoudi-bolognese-pasta-sauce-450-g,195,195,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/t/o/tomato_1_.png
Food Cupboard,228726,154933,Seoudi Tomato Basil Pasta Sauce - 450 g,seoudi-tomato-basil-pasta-sauce-450-g,125,125,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/s/a/sauce.jpg
Food Cupboard,212325,155107,Seoudi Creamy Mushroom Pasta Sauce - 450 g,seoudi-creamy-mushroom-pasta-sauce-450-g,140,140,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/c/r/cream.jpg
Food Cupboard,732872,156022,Seoudi Frozen Chicken Stock - 700 g,seoudi-frozen-chicken-stock-700-g,59.95,59.95,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/1/5/156022_copy.jpg
Food Cupboard,238369,155173,Seoudi Mexican Sauce - 250 g,seoudi-mexican-sauce-250-g,85,85,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/1/5/155173.jpg
Food Cupboard,7469012,6223014953122,"Seoudi Tomato Paste, 360 g - 2 Pieces",seoudi-tomato-paste-360-g-2-pieces,55.25,55.25,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6223014953122.jpg
Food Cupboard,7469009,6223014953115,"Seoudi Peeled Fava Beans, 400 g - 2 Pieces",seoudi-peeled-fava-beans-400-g-2-pieces,45.75,45.75,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6223014953115.jpg
Food Cupboard,7469003,6223014953092,"Seoudi Fava Beans with Tahini, 400 g - 2 Pieces",seoudi-fava-beans-with-tahini-400-g-2-pieces,45.75,45.75,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6223014953092.jpg
Food Cupboard,7469000,6223014953085,"Seoudi Plain Fava Beans, 400 g - 2 Pieces",seoudi-plain-fava-beans-400-g-2-pieces,38.25,38.25,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6223014953085.jpg
Food Cupboard,6885644,6223014952637,Seoudi Plain Fava Beans - 400 g,seoudi-plain-fava-beans-400-g,23.95,23.95,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6223014952637_2.jpg
Food Cupboard,6885647,6223014952644,Seoudi Peeled Fava Beans - 400 g,seoudi-peeled-fava-beans-400-g,26.95,26.95,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6223014952644_2.jpg
Food Cupboard,6885650,6223014952651,Seoudi Fava Beans with Tahini - 400 g,seoudi-fava-beans-with-tahini-400-g,26.95,26.95,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6223014952651_2.jpg
Food Cupboard,6885653,6223014952668,Seoudi Mashed Fava Beans - 400 g,seoudi-mashed-fava-beans-400-g,26.95,26.95,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6223014952668_2.jpg
Food Cupboard,6885839,6224014952620,Seoudi Sweet Corn - 400 g,seoudi-sweet-corn-400-g,51.95,51.95,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6223014952620.jpg
Food Cupboard,6916961,6223014952682,Seoudi Basmati Rice - 2 kg,seoudi-basmati-rice-2-kg,228,228,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6223014952682.jpg
Food Cupboard,3454864,6224011627658,Seoudi Classic Granola - 370 g,seoudi-classic-granola-370-g,149.95,149.95,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6224011627658.jpg
Food Cupboard,3620233,6224011627689,Seoudi Granola with Coconut and Almond - 340 g,seoudi-granola-with-coconut-and-almond-340-g,159.95,159.95,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6224011627689.jpg
Food Cupboard,3620230,6224011627672,Seoudi Granola with Strawberry - 300 g,seoudi-granola-with-strawberry-300-g,167.95,167.95,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6224011627672.jpg
Food Cupboard,3454867,6224011627665,Seoudi Granola with Dark Chocolate & Hazelnut - 380 g,seoudi-granola-with-dark-chocolate-hazelnut-380-g,169.95,169.95,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6224011627665.jpg
Food Cupboard,3407449,6224011627719,Seoudi Squeeze Clover Honey - 500 g,seoudi-squeeze-clover-honey-500-g,119.95,119.95,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6224011627719.png
Food Cupboard,3407455,6224011627733,Seoudi Squeez Multi-Floral Honey - 500 g,seoudi-squeez-multi-floral-honey-500-g,119.95,119.95,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6224011627733.png
Food Cupboard,3407452,6224011627726,Seoudi Squeeze Citrus Honey - 500 g,seoudi-squeeze-citrus-honey-500-g,119.95,119.95,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6224011627726.png
Food Cupboard,792953,6224011627351,Seoudi Multi-Floral Honey - 400 g,seoudi-multi-floral-honey-400-g,89.95,89.95,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6224011627351_copy.jpg
Food Cupboard,792956,6224011627368,Seoudi Multi-Floral Honey - 800 g,seoudi-multifloral-honey-800-g,174.95,174.95,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6224011627368_copy.jpg
Food Cupboard,792947,6224011627337,Seoudi Citrus Honey - 400 g,seoudi-citrus-honey-400-g,89.95,89.95,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6224011627337_copy.jpg
Food Cupboard,792950,6224011627344,Seoudi Citrus Honey - 800 g,seoudi-citrus-honey-800-g,174.95,174.95,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6224011627344_copy.jpg
Food Cupboard,792941,6224011627313,Seoudi Clover Honey - 400 g,seoudi-clover-honey-400-g,89.95,89.95,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6224011627313_copy.jpg
Food Cupboard,792944,6224011627320,Seoudi Clover Honey - 800 g,seoudi-clover-honey-800-g,174.95,174.95,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6224011627320_copy.jpg
Food Cupboard,7469006,6223014953108,"Seoudi Mashed Fava Beans, 400 g - 2 Pieces",seoudi-mashed-fava-beans-400-g-2-pieces,45.75,45.75,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6223014953108.jpg
Food Cupboard,6916958,6223014952675,Seoudi Basmati Rice - 1 kg,seoudi-basmati-rice-1-kg,118,118,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6223014952675.jpg
Food Cupboard,6916964,6223014952699,Seoudi Basmati Rice - 5 kg,seoudi-basmati-rice-5-kg,550,550,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6223014952699.jpg
Salads,5940585,159365,Seoudi Greek Salad - 1 Piece,seoudi-greek-salad-1-piece,180,180,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/1/5/159365_new.jpg
Salads,5916645,159364,Seoudi Chef Salad - 1 Piece,seoudi-chef-salad-1-piece,175,175,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/1/5/159364_new.jpg
Salads,183003,153197,Seoudi Tuna Pasta Salad - 260 g,seoudi-tuna-pasta-salad-260-g,107,107,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/t/u/tuna2.png
Salads,122931,153196,Seoudi Crab Pasta Salad - 290 g,seoudi-crab-pasta-salad-290-g,105,105,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/m/i/microsoftteams-image_6__1.png
Salads,205211,155056,Seoudi Taco Salad - 1 Piece,seoudi-taco-salad-1-piece,230,230,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/1/5/155056_new.jpg
Salads,205349,155058,Seoudi Chicken Caesar Salad - 1 Piece,seoudi-chicken-caesar-salad-1-piece,210,210,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/1/5/155058_new.jpg
Salads,205295,155059,Seoudi Cobb Salad - 1 Piece,seoudi-cobb-salad-1-piece,225,225,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/1/5/155059_new.jpg
Salads,205340,155064,Seoudi Chicken Hawaiian Salad - 1 Piece,seoudi-chicken-hawaiian-salad-1-piece,270,270,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/1/5/155064_new.jpg
Salads,205223,155065,Seoudi Quinoa Salad - 1 Piece,seoudi-quinoa-salad-1-piece,180,180,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/1/5/155065_new.jpg
Salads,132801,2005423000000,Seoudi Tuna with Mayonnaise Salad,seoudi-tuna-with-mayonnaise-salad,640,640,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/t/u/tuna_salad.jpg
Salads,18678,2000144000000,Seoudi Tuna Salad,seoudi-tuna-salad,575,575,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/2/0/2000144000000_2.jpg
Salads,36741,2005294000000,Seoudi Shrimp Salad,seoudi-shrimp-salad,1565,1565,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/2/0/2005294214810_copy.jpg
Salads,39498,2004090000000,Herring Fillet with Tahini Salad,herring-fillet-with-tahini-salad,750,750,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/2/0/2004090000000.jpg
Salads,21534,2000545000000,Herring Fillet Salad,herring-fillet-salad,750,750,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/2/0/2000545000000-removebg-preview.png
Salads,43578,2000921000000,Seafood Salad,seafood-salad,1095,1095,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/2/0/2000921000000_1_1.jpg
Salads,17193,2000563000000,Crab Salad,crab-salad,599,599,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/2/0/2000563062109_copy.jpg
Soups & Appetizers,136914,153477,Seoudi White Cheese with Tomato and Crispy Bread,seoudi-white-cheese-with-tomato-and-crispy-bread,75,75,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/1/5/153477.jpg
Soups & Appetizers,119846,153474,Seoudi Besara & Crispy Bread - 260 g,seoudi-besara-and-crispy-bread-260-g,65,65,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/1/5/153474_copy.jpg
Soups & Appetizers,119066,153479,Seoudi Hummus Classic & Crispy Bread - 220 g,seoudi-hummus-classic-and-crispy-bread-220-g,65,65,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/h/u/hummus.jpg
